"ean","descricao"
"7898337980262","PAO ALHO ZINHO 300G PICANTE"
"7898337980064","PAO ALHO ZINHO 300G TRAD"
"7896580900013","PAO ARABE CONPTAN CONTEM GLUTEN CONTEM 5 UNDS"
"7898943149039","PAO ARTE MASSA 300G BISNAGUINHA"
"7898943149053","PAO ARTE MASSA 300G HOT DOG"
"7898943149275","PAO ARTE MASSA 300G INTEGRAL 7 GRAOS"
"7898943149282","PAO ARTE MASSA 300G INTEGRAL LINHACA/GIRASSOL"
"7898943150011","PAO ARTE MASSA 300G INTEGRAL MINI"
"7898943149107","PAO ARTE MASSA 350G LEITE"
"7898943149152","PAO ARTE MASSA 400G HAMBURGUER"
"7898943149138","PAO ARTE MASSA 450G FORMA"
"7898943149091","PAO ARTE MASSA 500G FORMA INTEGRAL"
"7891962064055","PAO BAUDUCCO 390G INTEGRAL"
"7891962067278","PAO BAUDUCCO 390G MULTIGRAOS"
"7891962064048","PAO BAUDUCCO 390G TRAD"
"7898689791103","PAO BM ALIMENTOS 330G REQ"
"7898337980668","PAO BOLINHA ALHO RESERVA ONE 300G TRAD"
"7896280600145","PAO BRANCO DIET CONTEM GLUTEN PANE VITA 400G"
"7898225610103","PAO BRIOCHE RENOPAN 250G"
"7938","PAO C/CARNE UN (LANC)"
"9487","PAO C/QUEIJO COALHO UN (LANC)"
"8688","PAO CARIOCA"
"19349","PAO CARIOCA (LANCH)"
"7891164028770","PAO CHORIPAN AURORA 400G LING TOSCANA"
"26661","PAO DA CASA ERNANDES 350G"
"8636","PAO DE ALHO (REST)"
"7897332701551","PAO DE ALHO BAGUETE 400G JUNDIAI"
"7897332701902","PAO DE ALHO BAGUETE JUNDIAI 300G"
"8242","PAO DE ALHO C/ CALABRESA (REST)"
"8637","PAO DE ALHO C/BACON (REST)"
"7897321701520","PAO DE ALHO JUNDIAI 300G"
"7898337980248","PAO DE ALHO ZINHO 300G TRAD"
"400001112304","PAO DE BATATA C/FRANGO UN (LANC)"
"7896280600114","PAO DE COCO 400G"
"9876543212313","PAO DE COCO IBICUITINGA 300G"
"789829308","PAO DE COCO PANE VITA CONTEM GLUTEN E LACTOSE 400G"
"7898225610110","PAO DE COCO RENOPAN 500G"
"7896580900525","PAO DE FORMA CONPTAN CONTEM GLUTEN E LACTOSE 25 UNDS 400G"
"7896580900068","PAO DE FORMA INTEGRAL CONPTAN CONTEM GLUTEN E LACTOSE 400G"
"7896280600039","PAO DE FORMA PANE VITA 500G"
"7896280600879","PAO DE FORMA PANEVITA 400G 41% INT S/ACUCAR"
"7896280600831","PAO DE FORMA PANEVITA 400G TRAD"
"7896002311342","PAO DE FORMA PLUSVITA 500G AUSTRALIANO"
"3782","PAO DE FORMA TRADICIONAL PANE VITA 500G"
"7896580900105","PAO DE LEITE DOGUINHO CONPTAN CONTEM GLUTEN E LACTOSE 400G"
"9876543211200","PAO DE LEITE IBICUITINGA 400G"
"7896280600060","PAO DE LEITE PANE VITA 300G BRIOCHE"
"7896280600053","PAO DE LEITE PANE VITA 300G COIOZINHO"
"7896580900143","PAO DE LEITE TIPO MINI HAMBURGUER CONPTAN 400G"
"7896580900440","PAO DE NATA CONPTAN CONTEM GLUTEN E LACTOSE 400G"
"7898084667386","PÃO DE QUEIJO ADINOR 5 KG"
"7898246080305","PAO DE QUEIJO CONGELADO RAINHA TRAD 400G"
"7891164026172","PAO DE QUEIJO COQUETEL AURORA 400G"
"7896074604434","PAO DE QUEIJO LANCHE SAO GERALDO 1KG"
"7898971187034","PAO DE QUEIJO PADARIA DO BEM 300G CREAM CHEESE"
"7891515492946","PAO DE QUEIJO PERDIGAO COQUETEL 375G"
"7891515560775","PAO DE QUEIJO QUALY 375G"
"7891515561314","PAO DE QUEIJO QUALY PRESUNTO TRADIC 375G"
"7898246080206","PAO DE QUEIJO RAINHA COQUETEL 400G"
"7896074606223","PAO DE QUEIJO REQUEIJAO FOR MINAS 280G"
"7891164026516","PAO DE QUEIJO TRAD AURORA 1KG"
"7891515492939","PAO DE QUEIJO TRAD PERDIGAO 375G"
"7898246080060","PAO DE QUEIJO TRAD RAINHA 1KG"
"7891164026509","PAO DE QUEIJO TRD AURORA 400G"
"5038","PAO DE QUEIJO UN (LANC)"
"7897036400279","PAO DE QUEIJO/DADINHO TAP J.MINAS 300G"
"1380556510178","PAO DE REQUEIJAO CASA DO TRIGO 330G"
"7898185760238","PAO FORMA SKIN 450G INTEGRAL"
"7898185760221","PAO FORMA SKIN 450G TRADICIONAL"
"4160","PAO HAMBUERGUER HERNANDES 300G"
"7896580900112","PAO HAMBURGUER COM GERGELIM CONPTAM CONTEM GLUTEN E LACTOSE CONTEM 10 UNDS 500G"
"7898225610066","PAO HAMBURGUER COM SABOR 400G"
"7896580900150","PAO HAMBURGUER CONPTAN CONTEM GLUTEN 10 UNDS 40G"
"9876543212351","PAO HAMBURGUER IBICUITINGA 400G"
"3778","PAO HAMBURGUER PANE VITA 172 KCAL CONTEM GLUTEN E LACTOSE 400G"
"7896280600756","PAO HAMBURGUER PANE VITA 200G INTEGRAL"
"7896280600572","PAO HAMBURGUER PANE VITA 350G GERGELIM"
"7896280600428","PAO HAMBURGUER PANE VITA 400G"
"7896002303422","PAO HAMBURGUER PLUSVITA 420G GERGILIM"
"7896280600435","PAO HOT DOG PANE VITA 400G"
"4164","PAO HOTDOG HERNANDES 300G"
"7899876543383","PAO IBICUITINGA 300G FORMA INTEGRAL"
"9876543211279","PAO IBICUITINGA 350G PALITO"
"9876543211262","PAO IBICUITINGA 400G HOT DOG"
"9876543213419","PAO IBICUTINGA 400G ARABE"
"4539","PAO INTEGRAL MULTI GRAOS 400G"
"7896280600459","PAO INTEGRAL PANE VITA 400G LIGHT"
"7896280600183","PAO INTEGRAL PANE VITA 500G"
"40141264824","PAO LEITE RIO DOCE 400G GOTAS DE CHOCOLATE"
"7896280600466","PAO LIGHT AVEIA PANE VITA 400G"
"7896280600473","PAO LIGHT CENTEIO 400G"
"7891962047379","PAO MEL BAUDUCCO 240G ESPECIAL"
"7891962042725","PAO MEL BAUDUCCO 30G CHOC AO LEITE"
"4010","PAO MEL BAUDUCCO 700G"
"7896181710837","PAO MEL DACOLONIA 280G CHOC"
"7896002311250","PAO NUTRELA 350G 100% INTEGRAL"
"7896002311243","PAO NUTRELA 350G FRUTAS GRAOS/CAST"
"4144","PAO PACOTE  HERNANDES 300G"
"7896580900365","PAO PALITO CONPTAN CONTEM GLUTEN E LACTOSE 250G"
"7898225610424","PAO PALITO RENOPAN 400G"
"7896280600848","PAO PANE VITA 400G FORMAINTEGRAL"
"7896280600701","PAO PANE VITA MULTI GRAOS 400G"
"7896280600725","PAO PANEVITA 400G NATA"
"7896580900280","PAO PARA HAMBURGAO COM GERGELIM CONPTAN CONTEM GLUTEN E LACTOSE 500G CONTEM 6 UN"
"789836740","PAO PARA HOT DOG CONPTAN CONTEM GLUTEN E VEM C/10 UNDS 400G"
"7896280600084","PAO PIC NIC PANE VITA  400G"
"7896280600909","PAO PICNIC INTEGRAL PANE VITA 400G"
"7896002311885","PAO PLUS VITA 400G HAMBURGUER"
"7896002308762","PAO PLUS VITA 450G INTEG 12 GRAOS"
"7896002368162","PAO PLUS VITA 450G INTEG GRAOS/CAST"
"7896002300155","PAO PLUS VITA 480G FORMA INTEG"
"7896002306348","PAO PLUS VITA 480G FORMA ORIG"
"7896002312523","PAO PLUS VITA 500G ARTESANO 30% INTEG"
"7896002310352","PAO PLUS VITA 500G ARTESANO NA CHAPA"
"7896002302203","PAO PLUS VITA 500G ARTESANO ORIG"
"7896002303477","PAO PLUS VITA ARTESANO INTEGRAL 500G"
"7896002309172","PAO PLUSVITA 350G 12 GRAOS S/ACUCAR"
"7896002304191","PAO PLUSVITA 520G HAMBURGUER BRIOCHE"
"7896002304771","PAO PULLMAN 400G INTEGRAL"
"7896002304764","PAO PULLMAN BRANCO 400G"
"7896074602607","PAO QJ TRADIC. S. GERALDO (12X25G) 300G"
"7896074603215","PAO QJ TRADIC. S. GERALDO (40X25G) 1000G"
"7898084660257","PAO QUEIJO ADINOMAX 1KG"
"7898311230154","PAO QUEIJO DELICIA MINEIRA 1KG TRAD"
"7898311230017","PAO QUEIJO DELICIA MINEIRA 300G TRAD"
"7898971187027","PAO QUEIJO DO BEN 300G DOCE DE LEITE"
"7896074606216","PAO QUEIJO FORNO MINAS 200G WAFFLE"
"7896074601068","PAO QUEIJO FORNO MINAS 400G TRAD"
"7898311230185","PAO QUEIJO GOSTO MINEIRO 1KG TRAD"
"7896500300114","PAO QUEIJO GOSTO MINEIRO 400G TRAD"
"7897036400071","PAO QUEIJO JEITO MINAS 1KG"
"7897036400088","PAO QUEIJO JEITO MINAS 1KG"
"7897036400330","PAO QUEIJO JEITO MINAS 800G"
"7897036400026","PAO QUEIJO JMINAS 400G TRAD"
"7894904259229","PAO QUEIJO LEBON SCOOBY-DOO 300G"
"7894904546275","PAO QUEIJO REZENDE 300G TRAD"
"7894904546282","PAO QUEIJO REZENDE 900G TRAD"
"7896074606940","PAO QUEIJO SAO GERALDO 800G TRAD"
"7894904270071","PAO QUEIJO SEARA 300G GOURMET"
"7894904597840","PAO QUEIJO SEARA 400G TURMA MONICA"
"7898225610387","PAO RENOPAN 400G ARABE"
"7898225610400","PAO RENOPAN 400G FORMA INTEGRAL"
"7898225610356","PAO RENOPAN 400G FORMA INTEGRAL S/CASCA"
"7898225610127","PAO RENOPAN 400G FORMA S/CASCA"
"7898225610134","PAO RENOPAN 400G HAMBURGUER MINI"
"7898225610158","PAO RENOPAN 400G HOT DOG"
"7898225610202","PAO RENOPAN 400G HOT DOG C/SABOR"
"7898225610141","PAO RENOPAN 400G LEITE"
"7898225610035","PAO RENOPAN 500G FORMA"
"7898225610059","PAO RENOPAN 500G FORMA INTEGRAL"
"7898225610165","PAO RENOPAN 500G HAMBURGUER GERGELIM"
"7898225610011","PAO RENOPAN 500G HAMBURQUER"
"7898225610196","PAO RENOPAN 500G HAMBURQUER COM GERGELIM"
"7898225610226","PAO RENOPAN 500G HAMBURQUER G"
"7898225610028","PAO RENOPAN 500G HOT DOG"
"7898225610042","PAO RENOPAN 500G LEITE AMANTEIGADO"
"619205363423","PAO RIO DOCE 400G INTEGRAL"
"619205358399","PAO RIO DOCE 400G MILHO"
"619205363430","PAO RIO DOCE 400G TRAD"
"7897352008005","PAO ROMANA 400G COCO"
"7897352001617","PAO ROMANA 400G NATA"
"7897352006438","PAO ROMANA ARABE 250G"
"7897352001433","PAO ROMANA FORMA 350G 100% INTEG"
"7897352009972","PAO ROMANA FORMA 350G INTEG C/AVEIA"
"7897352009996","PAO ROMANA FORMA 350G INTEG C/LINHACA"
"7897352009965","PAO ROMANA FORMA 350G INTEG MULTICER"
"7897352009088","PAO ROMANA FORMA 400G INTEG S/CASCA"
"7897352009095","PAO ROMANA FORMA 400G S/CASCA"
"7897352005554","PAO ROMANA FORMA 500G C/CASCA"
"7897352005608","PAO ROMANA FORMA 500G INTEG C/CASCA"
"7897352001600","PAO ROMANA FORMA ARTESANALE 350G"
"7897352007381","PAO ROMANA HAMBURGUER 400G"
"7897352007398","PAO ROMANA HOT DOG 400G"
"7897352007336","PAO ROMANA ITALIANINHO 300G"
"7897352007503","PAO ROMANA MINI HAMBURGUER 300G"
"7891962051345","PAO VISCONTI 400G INTEGRAL"
"7891962051338","PAO VISCONTI 400G TRAD"
"7898929495068","PAP IMPERM 40G C/ 400 LUTEPEL"
"8060","PAP TOALHA 2400FLS 2D FD INT INOVATTA SANTHER ITI0"
"17896110003327","PAP TOALHA 2400FLS 3D FS INT ECO C/ 6 SANTHER ETI"
"7803921287276","PAPAI NOEL INFLAVEL 1MX80CM"
"7898677731647","PAPEL  P/DEPILACAO BOTAN 20UN"
"7891634329406","PAPEL A4 FILIPAPER 50FL VERGE PALHA"
"7894494550676","PAPEL A4 JANDAINHA C/100FL ROSA"
"7891191003733","PAPEL A4 REPORT C/500FL"
"7891191001098","PAPEL A4 SENNINHA BRANCO 75G C/100 FL"
"619205016787","PAPEL ACOPLADO LANCHE 40X40CM"
"7898927947187","PAPEL ALUMINIO  +RESIST WYDA  4MX30CM"
"7898608572721","PAPEL ALUMINIO BRICOFLEX 30CM 4M"
"7898608572738","PAPEL ALUMINIO BRICOFLEX 30CM 75M"
"7898608572752","PAPEL ALUMINIO BRICOFLEX 45CM 4M"
"7898608572769","PAPEL ALUMINIO BRICOFLEX 45CM 75M"
"10911","PAPEL ALUMINIO EMBAKEEP 4M"
"7896007942541","PAPEL ALUMINIO FIAT LUX 4MX30CM"
"789830746","PAPEL ALUMINIO FIAT LUX 75M 30X77M"
"7896007942749","PAPEL ALUMINIO FIAT LUX 75MX30CM"
"7896007942848","PAPEL ALUMINIO FIAT LUX 75MX45CM"
"7896007942640","PAPEL ALUMINIO FIAT LUX ROLO 4MX45CM"
"7898083661941","PAPEL ALUMINIO GLOBOPACK 30CM 4M"
"7898964629060","PAPEL ALUMINIO INOVEN 30CMX4M"
"7898964629053","PAPEL ALUMINIO INOVEN 45CMX75M"
"7898954233000","PAPEL ALUMINIO LUZPACK 30CM 4M"
"7898954233024","PAPEL ALUMINIO LUZPACK 45CM 4M"
"7898964097104","PAPEL ALUMINIO MELLO 30CM 75M"
"7898964097135","PAPEL ALUMINIO MELLO 45CM 75M"
"7896080900940","PAPEL ALUMINIO PARANA 4M X 30CM"
"7896080900957","PAPEL ALUMINIO PARANA 75M X 30CM"
"7898156551001","PAPEL ALUMINIO TERMICA 30CM 4M"
"7898156550851","PAPEL ALUMINIO TERMICA 45CM 75M"
"7898156550622","PAPEL ALUMINIO TERMICA 75CMX30CM"
"7897292610306","PAPEL ALUMINIO THERMOPRAT 30CMX75M"
"7897292610450","PAPEL ALUMINIO THERMOPRAT 45CMX75M"
"7898546006609","PAPEL ALUMINIO VABENE 30CMX4M"
"7898546006623","PAPEL ALUMINIO VABENE 30CMX75M"
"7898217063368","PAPEL ALUMINIO VALOR 30CM 4M"
"7898217063375","PAPEL ALUMINIO VALOR 30CM 75M"
"7898083661965","PAPEL ALUMINIO VALOR 45CM"
"7898217063382","PAPEL ALUMINIO VALOR 45CM 4M"
"7898217063399","PAPEL ALUMINIO VALOR 45CM 75M"
"7898927947057","PAPEL ALUMINIO WYDA 75M X 30CM"
"7897476615028","PAPEL CARBONO BAZZE 100FLS"
"78942127","PAPEL CIGARRO TREVO 50UN"
"14290","PAPEL COUCHE BRANCO A4 50FLS"
"7891191001135","PAPEL DO SENNINHA COR AMARELO  A4 75G 100 FOLHAS 210MMX 279MM SUZANO REPORT"
"7890000471701","PAPEL DUPLEX 48 X 66 AMARELO CANARIO"
"7896176981785","PAPEL DUPLEX 48 X 66 COR AMARELO"
"7893590225358","PAPEL DUPLEX 48X66 AMARELO CANARIO"
"7898675504052","PAPEL E ADESIVO ACRILICO REMOVIVEL P/LEMBRETE AVISOS SMART NTES BRW 75 FOLHAS"
"7898675504045","PAPEL E ADESIVO ACRILICO REMOVIVEL P/LEMBRETES AVISOS SMART NOTES BRW 75 FOLHAS"
"4016786001045","PAPEL ESCOLAR 60 KG 32X30 C/50 FLS BRANC"
"7898314741961","PAPEL ESCOLAR 60 KG A-4 C/50 FLS BRANCO"
"7898314741954","PAPEL ESCOLAR A-4 BCO"
"7891191529677","PAPEL ESCOLAR SENNINHA C/100 FLS BRANCO"
"7891191001111","PAPEL ESCOLAR SENNINHA COR AZUL A4 75G/100 FOLHAS 210MMX297MM SUZANO REPORT"
"7891191001173","PAPEL ESCOLAR SENNINHA COR ROSA A4 75G C/100 FOLHAS 210MMX297MM SUZANO REPORT"
"7891191001159","PAPEL ESCOLAR SENNINHA COR VERDE A4 75G C/100 FOLHAS 210MMX297MM SUZANO REPORT"
"7893590226584","PAPEL FOTO SUPER BRILHA ADESIVO A4"
"8061","PAPEL HIG 250M FD INOVATTA C/ 8 SANTHER IHR52/25"
"7896104992197","PAPEL HIG ATUALLE 12RX20M NEUTRO"
"7896347504324","PAPEL HIG CAPRICE FD 12R/20M NEUTRO"
"7896347504393","PAPEL HIG CAPRICE FD 4R/30M NEUTRO"
"7896914011217","PAPEL HIG DELUXE COTTON FD 12RX20M LV12 PG11"
"7896914003014","PAPEL HIG DELUXE FD LV12R PG11R"
"736532323156","PAPEL HIG DREAMS 8RX300M"
"7898955129456","PAPEL HIG ECOPEL FS 8RX300M PREMIUM"
"7898964675661","PAPEL HIG FAMILIAR FD 12RX20M NEUTRO"
"7898969564304","PAPEL HIG FAMILIAR FS 4RX30M NEUTRO"
"40232802058","PAPEL HIG FAMILIAR FS 4RX30M PERF"
"7891172523649","PAPEL HIG FLORAL FD 12RX30M NEUTRO"
"7896006420347","PAPEL HIG FLORAL FS 12RX30M NEUTRO"
"7896006420354","PAPEL HIG FLORAL FS 16RX30M NEUTRO"
"7896006412656","PAPEL HIG FLORAL FS 4RX30M NEUTRO"
"7896006400035","PAPEL HIG FLORAL FS 4RX30M PERF"
"7896006400516","PAPEL HIG FLORAL FS 8RX30M NEUTRO"
"7896006400523","PAPEL HIG FLORAL FS 8RX30M PERF"
"789837477","PAPEL HIG FS NILLY C/4"
"17896110005826","PAPEL HIG INOVATTA 8X300M"
"7896301802961","PAPEL HIG KLASS FD 12RX30M LV12 PG11 NEUTRO"
"7896006400158","PAPEL HIG LA VIE BLANC FD 4RX30M NEUTRO"
"7896006420507","PAPEL HIG LE BLANC FD 12RX30M NEUTRO"
"7896006420514","PAPEL HIG LE BLANC FD 16RX30M NEUTRO"
"7896006420521","PAPEL HIG LE BLANC FD 24RX30M NEUTRO"
"7896006400165","PAPEL HIG LE BLANC FD 4RX30M DOCE CONFORTO"
"7896006400592","PAPEL HIG LE BLANC FD 8RX30M NEUTRO"
"7896914011934","PAPEL HIG LEBLON SOFT BLANC FD LV12PG11"
"7896104992005","PAPEL HIG LOUVRE NEUTRO FD 12RX20M"
"7898962794258","PAPEL HIG MIMMO F TRI 4RX20M NEUTRO"
"7898962794166","PAPEL HIG MIMMO FD 12RX30M NEUTRO"
"7898962794173","PAPEL HIG MIMMO FD 16RX30M LV16 PG15 NEUTRO"
"789828713","PAPEL HIG MIMMO FD 16RX30M NEUTRO"
"7898962794180","PAPEL HIG MIMMO FD 24RX30M NEUTRO"
"7898962794142","PAPEL HIG MIMMO FD 4RX30M NEUTRO"
"7898962794395","PAPEL HIG MIMMO FD 6RX40M NEUTRO"
"7898962794159","PAPEL HIG MIMMO FD 8RX30M NEUTRO"
"7898962794265","PAPEL HIG MIMMO FT 12RX20M NEUTRO"
"7896018704138","PAPEL HIG NEVE CAMOMILA FD 4RX30M"
"7891172422607","PAPEL HIG NEVE SUPREME  FT 4RX20M"
"7896018704282","PAPEL HIG NEVE SUPREME FL TRIP LV12 PG11"
"7896018704237","PAPEL HIG NEVE TOQUE DA SEDA FD 10RX20M"
"7891172523434","PAPEL HIG NEVE TOQUE DA SEDA FD 12RX20M"
"7891172523458","PAPEL HIG NEVE TOQUE DA SEDA FD 4RX20M"
"7896018704121","PAPEL HIG NEVE TOQUE DA SEDA FD 4RX20M PROMO"
"7896018704732","PAPEL HIG NEVE TOQUE SEDA FD 12RX20M NEUTRO"
"7896018704275","PAPEL HIG NEVE TOQUE SEDA FD LV12PG11"
"7899767442627","PAPEL HIG NILLY FS 4RX30M NEUTRO"
"7899767442634","PAPEL HIG NILLY FS 4RX30M PERF"
"7896061917608","PAPEL HIG NOBLE FD 12RX20M"
"7896110010731","PAPEL HIG PERSONAL FD 12RX20M LV12 PG11"
"7896110094700","PAPEL HIG PERSONAL FS 12RX30M LV12 PG11"
"7896110005874","PAPEL HIG PERSONAL FS 16RX30M NEUTRO"
"7896110003931","PAPEL HIG PERSONAL FS 4RX30M JASMIM"
"7896110003917","PAPEL HIG PERSONAL FS 4RX30M LAVANDA"
"7896110091440","PAPEL HIG PERSONAL FS 4RX30M NEUTRO"
"7896110003580","PAPEL HIG PERSONAL FS 4RX60M NEUTRO"
"7896110003948","PAPEL HIG PERSONAL FS 8RX30M JASMIM"
"7896110003924","PAPEL HIG PERSONAL FS 8RX30M LAVANDA"
"7896110091846","PAPEL HIG PERSONAL FS 8RX30M NEUTRO"
"7896110012261","PAPEL HIG PERSONAL VIP 12R/30M LAVANDA"
"7896110004648","PAPEL HIG PERSONAL VIP 16R/30M NEUTRO"
"7896110008011","PAPEL HIG PERSONAL VIP 20RX50M KILOMETRICO NEUTRO"
"7896110007427","PAPEL HIG PERSONAL VIP 24R/30M X 10CM NEUTRO"
"7896110010724","PAPEL HIG PERSONAL VIP 4RX20M NEUTRO"
"7896110000176","PAPEL HIG PERSONAL VIP 4RX30M NEUTRO"
"7896110003900","PAPEL HIG PERSONAL VIP 4X30M LAVANDA"
"7896110004679","PAPEL HIG PERSONAL VIP 8R/30M NEUTRO"
"7896110008653","PAPEL HIG PERSONAL VIP FD 12RX30M NEUTRO"
"7896110012506","PAPEL HIG PERSONAL VIP FD 6RX40M NEUTRO"
"7896110011042","PAPEL HIG PERSONAL VIP FT 32RX20M NEUTRO"
"7896110011233","PAPEL HIG PERSONAL VIP L18 P16 18/30M NEUTRO"
"7896110011011","PAPEL HIG PERSONAL VIP3 FT 12RX20M LV12 PG11"
"7896110011028","PAPEL HIG PERSONAL VIP3 FT 16RX20M LV16 PG15"
"7896110011035","PAPEL HIG PERSONAL VIP3 FT 24RX20M LV24 PG22"
"7896110011004","PAPEL HIG PERSONAL VIP3 FT 4RX20M NEUTRO"
"7898056270200","PAPEL HIG PIMPO 4RX30M LAVANDA"
"7898056270279","PAPEL HIG PIMPO 4RX30M NEUTRO"
"7898056270316","PAPEL HIG PIMPO 4RX30M PERFUMADO"
"7896347504331","PAPEL HIG ROSE FS 16RX30M NEUTRO"
"7896347501354","PAPEL HIG ROSE FS 4RX30M NEUTRO"
"7896061917295","PAPEL HIG SUBLIME  FD LV12PG11"
"7896061915307","PAPEL HIG SUBLIME  FS LV12PG11"
"7896061916106","PAPEL HIG SUBLIME FD 4RX30M NEUTRO"
"7896061915109","PAPEL HIG SUBLIME FS 4RX30M NEUTRO"
"40232802102","PAPEL HIG VELUD FD 12RX30M NEUTRO"
"7898969564151","PAPEL HIG VELUD FD 16RX30M NEUTRO"
"40232802072","PAPEL HIG VELUD FD 16RX30M NEUTRO"
"7898969564199","PAPEL HIG VELUD FD 24RX30M NEUTRO"
"40232802089","PAPEL HIG VELUD FD 4RX30M NEUTRO"
"7898969564175","PAPEL HIG VELUD FD 4RX30M NEUTRO"
"40232802096","PAPEL HIG VELUD FD 8RX30M NEUTRO"
"7898969564168","PAPEL HIG VELUD FD LV12PG11 NEUTRO"
"7898944151017","PAPEL HIG VIDA LEVE FS 4RX30M NEUTRO"
"7898962794272","PAPEL HIG. MIMMO FOLHA TRIPLA NEUTRO 24X3X20MTS"
"7898938481168","PAPEL HIG.BIG C/08 X 300M SUPER BR HS300"
"7896007952267","PAPEL MANTEIGA  FIAT LUX 30CMX4M"
"7898927947231","PAPEL MANTEIGA  WYDA 75MT LARG.29CM"
"7898921466363","PAPEL MANTEIGA BOMPACK 4M"
"7908026000963","PAPEL MANTEIGA BOMPACK 75M"
"7898608572899","PAPEL MANTEIGA BRICOFLEX 30CM 75M"
"4079000","PAPEL OFICIO CHAMEX A4 75QG M² 210MMX297MM CONTEM 500 FOLHAS"
"7891173024930","PAPEL OFICIO CHAMEX EDICAO ESPECIAL A4 75G/M² CONTEM 500 FOLHAS"
"7897169202504","PAPEL P/DEPILACAO SANTA CLARA 100UN"
"7898933675241","PAPEL PERLON CORPO DOURADO 100UN"
"7897169233287","PAPEL PERLON P/DEP 50M"
"7898610070734","PAPEL PERLON P/DEP CORPO DOURADO 100UN"
"7897169207981","PAPEL PERLON P/DEP SANTA CLARA 50UN STANDARD"
"7898910761424","PAPEL PERLON P/DEP TNT GR 60 100FLS"
"7897169258242","PAPEL PERLON P/DEP TNT GR 80 100FLS"
"7898910761295","PAPEL PERLON P/DEP TNT GR 80 100FLS"
"7897169233263","PAPEL PERLON P/DEPILACAO SANTA CLARA 100UN"
"7897169233270","PAPEL PERLON P/DEPILACAO SANTA CLARA 50UN"
"7897169258235","PAPEL PERLON P/DEPILACAO SANTA CLARA 50UN"
"7895110028333","PAPEL RECICLADO A-4 RESMA C/500 FLS"
"40232801792","PAPEL TOALHA  ABSOLUTO 2RX60FLS"
"7898969564281","PAPEL TOALHA  ABSOLUTO 4RX60FLS"
"7898969564298","PAPEL TOALHA  ABSOLUTO DECOR 2RX60FLS"
"7896061920202","PAPEL TOALHA  KITCHEN BCA 120FL"
"7896061997600","PAPEL TOALHA COQUETEL 2RX50FLS"
"7898928395215","PAPEL TOALHA DUBOM INTERFOLHADA 20X20CM"
"7898056271511","PAPEL TOALHA FLOX FD BRANCA 2RX60M"
"789003419452","PAPEL TOALHA INTERF C/2400FLS"
"7896347504317","PAPEL TOALHA LEVE MAIS 2R/100FL"
"7897383500684","PAPEL TOALHA MALU 2R/50 TOALHAS"
"7898994464655","PAPEL TOALHA MARPEL C/1000FLS 23CMX21CM"
"7896110012728","PAPEL TOALHA SANTEPEL FD BRANCA 2RX60M"
"7891172523519","PAPEL TOALHA SCALA 2R/100 TOALHAS"
"7896006413851","PAPEL TOALHA SCALA 2R/60 TOALHAS"
"7891172523526","PAPEL TOALHA SCALA 3RX120 TOALHAS"
"7896110061122","PAPEL TOALHA SNOB DECORA C/120 T"
"7896110012186","PAPEL TOALHA SNOB FD 2RX50M CLASSICA"
"7896110012148","PAPEL TOALHA SNOB FD 2RX60M CLASSICA"
"7896110012162","PAPEL TOALHA SNOB FD 2RX60M DECORA"
"7896110012155","PAPEL TOALHA SNOB FD 2RX60M DECORA 120FL"
"7896110010953","PAPEL TOALHA SNOB FD BRANCA 2RX50UN"
"7896110061221","PAPEL TOALHA SNOB FD BRANCA 2RX60M"
"7896110009544","PAPEL TOALHA SNOB HIPER FD BRANCA 2X120M"
"7896914000716","PAPEL TOALHA SOCIAL CLEAN 2RX50UN"
"7891000049112","PAPINHA NATURNES 120G MACA/BANANA"
"7891000049020","PAPINHA NATURNES VD 120G BANANA/AVEIA"
"7891000049105","PAPINHA NATURNES VD 120G FRTS SORTIDAS"
"7891000049259","PAPINHA PEDACOS CARNE MACARRAO LEGUMES NESTLE 6X170G"
"9043","PAPRICA DEFUMADA"
"7898954500805","PAPRICA DEFUMADA SETE ERVAS PRODUTO NATURAL 50G"
"7898635645061","PAPRICA DOCE QUERO 30G"
"7898954500348","PAPRICA DOCE SETE ERVAS PRODUTO NATURAL 50G"
"7898295751393","PAPRICA DOCE TEMPERO DA CASA 35G"
"7896183909284","PAPRICA DOCE ZAELI 30G"
"7898954500355","PAPRICA PICANTE SETE ERVAS PRODUTO NATURAL 50G"
"7898295751386","PAPRICA PICANTE TEMPERO DA CASA 35G"
"7896183909277","PAPRICA PICANTE ZAELI 30G"
"21200510038","PAR DE LUVAS PARA COZINHA SCOTCH BRITE G/L 8-8/1/2 AROMA DE LIMAO 3M TA M"
"20295","PARABRISA"
"7898933675050","PARAFINA CORPO DOURADO CR 90G"
"7898670906073","PARAFINA DERMA BANHO DE LUA  80G"
"7898670906059","PARAFINA DERMA CR BRONZEADORA  80G"
"7898670906066","PARAFINA DERMA CR POS BRONZE  80G"
"7898632470055","PARAFINA LABOT CR 80G"
"7898632470987","PARAFINA LABOTRAT CR 20G"
"7898632474213","PARAFINA LABOTRAT CR 20G OL BETERRABA"
"7898632470826","PARAFINA LABOTRAT CREME ATIVADORA 20G"
"7899882303308","PARAFUSADEIRA 4.8V"
"27013","PARAFUSO"
"646648","PARAFUSO ATARRAXANTE 4.8X50 ESTRELA"
"4909","PARAFUSO PARALAMA TI/FAN 00-08 GVA 84"
